latitude,longitude,__CLASS__,id,contract_type,salary_min,title,adref,salary_is_predicted,created,redirect_url,salary_max,contract_time,description,category.label,category.__CLASS__,category.tag,location.__CLASS__,location.display_name,location.area,company.display_name,company.__CLASS__
51.451818,-0.02806,Adzuna::API::Response::Job,5660144706,permanent,75303.18,AWS Cloud Data Engineer,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY2MDE0NDcwNiIsInMiOiJzSUNSTHVZYzhSR09RLWRPX1dXZmR3In0.9LbgmplmUo8Cp58RhepUPWJWqVhn5QHIhqbTMt4hyiU,1,2026-03-10T09:05:40Z,https://www.adzuna.co.uk/jobs/land/ad/5660144706?se=sICRLuYc8RGOQ-dO_WWfdw&utm_medium=api&utm_source=a082e670&v=BB19880D0DAA753805D9BF544EA72CAD0EBEF473,75303.18,,"NOTE: VISA SPONSORHIP IS NOT PROVIDED Role: AWS Data Engineer Location: London, UK (3 Days / Week Onsite) Type: Fixed Term Contract (6 Months) Mandatory Skills Needed : SQL ( Advanced) , AWS Cloud (Glue,Ethena,EMR), Airflow, Kafka/ Kenesis ,Python, Terraform DBT & Snowflake (Basic) AWS Data Engineer Design, develop, and maintain data pipelines for collecting, transforming, and loading data into various data stores. Build and maintain data warehousing and data lake solutions Develop and deploy d…",IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"South East London, London","['UK', 'London', 'South East London']",NEEV LIMITED,Adzuna::API::Response::Company
51.503378,-0.139134,Adzuna::API::Response::Job,5653508679,,78000.0,Electrician and Data Engineers,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY1MzUwODY3OSIsInMiOiJzSUNSTHVZYzhSR09RLWRPX1dXZmR3In0.yxYIqvaAChcePMmNQev1Q0kV2XyzPXmRMGLrEUlC6XM,0,2026-03-04T10:57:44Z,https://www.adzuna.co.uk/jobs/details/5653508679?utm_medium=api&utm_source=a082e670,78000.0,full_time,"Containment Engineers (Central London) Hours - 5 days a week Pay - £300pd Rack Native is currently recruiting skilled Containment Engineers for a large-scale, critical environment build in Central London. This is an extensive project requiring expertise in complex infrastructure and heavy-duty support systems. Key Responsibilities You will be responsible for the installation of diverse metal containment systems and cable support structures across various building pathways, including ceiling voi…",Trade & Construction Jobs,Adzuna::API::Response::Category,trade-construction-jobs,Adzuna::API::Response::Location,"London, UK","['UK', 'London']",Rack Native,Adzuna::API::Response::Company
51.503378,-0.139134,Adzuna::API::Response::Job,5631887512,contract,74708.69,Senior Data Engineer,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYzMTg4NzUxMiIsInMiOiJzSUNSTHVZYzhSR09RLWRPX1dXZmR3In0.-BshMOKekjuWFCZbDHpKVeNfGaLPgCmb6EzD_Y7wH7U,1,2026-02-16T16:25:26Z,https://www.adzuna.co.uk/jobs/land/ad/5631887512?se=sICRLuYc8RGOQ-dO_WWfdw&utm_medium=api&utm_source=a082e670&v=05264E2AD86912384CD9B667627A93719F409C79,74708.69,full_time,"Senior Software Engineer – Data Engineering Contract duration:- 6 months initially (with extension available for the right person) Location:- London EC4 Hybrid working:3 days per week in office  2 days WFH Rate: £650 inside IR35 Join our Data Engineering team at the heart of a quantitative investment firm, powering the infrastructure which drives our systematic trading strategies and cutting-edge discretionary research. You’ll help architect a multi-petabyte scale estate, processing billions of…",IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"London, UK","['UK', 'London']",McCabe & Barton,Adzuna::API::Response::Company
51.503378,-0.139134,Adzuna::API::Response::Job,5631887863,,72850.74,Data Engineer - Tribus,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYzMTg4Nzg2MyIsInMiOiJzSUNSTHVZYzhSR09RLWRPX1dXZmR3In0.l7YMQS_hTVEi41i6447JwFe8qbzRnpQruKlKYc-GiSs,1,2026-02-16T16:25:30Z,https://www.adzuna.co.uk/jobs/land/ad/5631887863?se=sICRLuYc8RGOQ-dO_WWfdw&utm_medium=api&utm_source=a082e670&v=9EF42315BC6430EB43AD962E2BE122B49ED33BBD,72850.74,full_time,"Relocation Opportunities - Singapore, Hong Kong, Sydney We're partnered with several leading funds that are offering relocation packages for candidates with Industry experience. Data Engineer - Quantitative Research Environment Overview An elite trading and research firm is seeking a skilled technologist to join a collaborative team supporting the data-driven backbone of a world-class quantitative investment strategy. This is a unique opportunity to design, build, and maintain critical research…",IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"London, UK","['UK', 'London']",Tribus,Adzuna::API::Response::Company
,,Adzuna::API::Response::Job,5647372116,,143000.0,"Data Engineer Snowflake,DBT, Asset Management",eyJhbGciOiJIUzI1NiJ9.eyJzIjoic0lDUkx1WWM4UkdPUS1kT19XV2ZkdyIsImkiOiI1NjQ3MzcyMTE2In0.b5gj_hF_VMDddfUzCwaUOv3PTO79XB8EXol0gBpazeU,0,2026-02-27T16:07:59Z,https://www.adzuna.co.uk/jobs/land/ad/5647372116?se=sICRLuYc8RGOQ-dO_WWfdw&utm_medium=api&utm_source=a082e670&v=760841AA9F44490577C3456D3E2C590AB96D3766,156000.0,,"Lead Data Engineer (Snowflake/dbt) | Asset Management Location: London (Hybrid - 3 days/week in office) Duration: 6-12 Months (Initial) Rate: Negotiable Keywords: Snowflake, dbt, Asset Management, Aladdin, ETL, ELT, Data Engineering Role Summary We are seeking a high-caliber Lead Data Engineer to drive a brand-new, strategic data transformation for a Tier-1 Global Asset Manager. Working as a senior technical consultant, you will bridge the gap between ""engine-room"" hands-on development and ""boa…",IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"London, UK","['UK', 'London']",LMA Recruitment,Adzuna::API::Response::Company
51.521626,-0.081634,Adzuna::API::Response::Job,5655977073,permanent,85000.0,Data Engineer AWS Python Kafka,eyJhbGciOiJIUzI1NiJ9.eyJzIjoic0lDUkx1WWM4UkdPUS1kT19XV2ZkdyIsImkiOiI1NjU1OTc3MDczIn0.yEuPtpbQsn6HTjI60OVt8OguFKTr1mncdkgVlImsw08,0,2026-03-06T04:12:26Z,https://www.adzuna.co.uk/jobs/land/ad/5655977073?se=sICRLuYc8RGOQ-dO_WWfdw&utm_medium=api&utm_source=a082e670&v=050C20DE0833379C390ACC59E5CA9E5D264B2CFC,85000.0,,"Data Engineer (AWS Python Kafka) London / WFH to £85k Are you a tech savvy Data Engineer with AWS expertise combined with client facing skills? You could be joining a global technology consultancy with a range of banking, financial services and insurance clients in a senior, hands-on Data Engineer role. As a Data Engineer you will design and build end-to-end real-time data pipelines using AWS native tools, Kafka and modern data architectures, applying AWS Well-Architected Principles to ensure s…",IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"Broadgate, Central London","['UK', 'London', 'Central London', 'Broadgate']",Client Server,Adzuna::API::Response::Company
51.503378,-0.139134,Adzuna::API::Response::Job,5655061647,,75827.73,Lead Data Engineer,eyJhbGciOiJIUzI1NiJ9.eyJzIjoic0lDUkx1WWM4UkdPUS1kT19XV2ZkdyIsImkiOiI1NjU1MDYxNjQ3In0.6szuLilfXIj9ziLQSsjbKb6PovAQSgiT1G311G6eXRU,1,2026-03-05T16:15:13Z,https://www.adzuna.co.uk/jobs/land/ad/5655061647?se=sICRLuYc8RGOQ-dO_WWfdw&utm_medium=api&utm_source=a082e670&v=31FC10ACB51F611CE6A2B048EF0FD7B615610616,75827.73,,"About Indicium AI Indicium AI is trusted by the world's leading enterprises to deliver AI into production at scale. We are a global AI-native consultancy with proven experience across Financial Services, Energy & Utilities, Healthcare & Life Sciences, Retail & CPG, and Manufacturing. From strategy, to build, to business outcomes, we unlock value from AI with unmatched clarity, speed, and capability. Powered by 600 AI experts serving 50 enterprise clients from 5 global locations, we work side-by…",IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"London, UK","['UK', 'London']",Mesh-AI,Adzuna::API::Response::Company
51.503378,-0.139134,Adzuna::API::Response::Job,5649383597,,81645.47,Data Engineer (Founding Role),eyJhbGciOiJIUzI1NiJ9.eyJzIjoic0lDUkx1WWM4UkdPUS1kT19XV2ZkdyIsImkiOiI1NjQ5MzgzNTk3In0.SesIPvW2QY81nWt_MKmC19_OmMctHMoJK0a-9iZYqoE,1,2026-03-01T03:22:06Z,https://www.adzuna.co.uk/jobs/land/ad/5649383597?se=sICRLuYc8RGOQ-dO_WWfdw&utm_medium=api&utm_source=a082e670&v=92A7F8BCA71FAE6610789698397C892486BD6702,81645.47,full_time,"Location: Remote | Employment: Full-time | Language: English We’re looking for our first Data Engineer — someone ready to build and own the foundation of our data infrastructure from the ground up. You’ll take full ownership of critical datasets, from ingestion and system design to reliability, accessibility, and performance. You’ll architect, build, and operate the data backbone that powers our algorithmic and research teams — transforming messy external feeds into clean, high-performance data…",IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"London, UK","['UK', 'London']",Eka Finance,Adzuna::API::Response::Company
51.503378,-0.139134,Adzuna::API::Response::Job,5628754808,contract,69188.73,Senior Data Engineer,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYyODc1NDgwOCIsInMiOiJzSUNSTHVZYzhSR09RLWRPX1dXZmR3In0.yBVHeIBmlS8rVeHSkec14O7xqrfCSawNmFF_4c3zyA8,1,2026-02-14T00:14:15Z,https://www.adzuna.co.uk/jobs/land/ad/5628754808?se=sICRLuYc8RGOQ-dO_WWfdw&utm_medium=api&utm_source=a082e670&v=8D527D2222EE240D45292EE5882B81D1D61B44C5,69188.73,,"Location/s: London Recruiter contact: Nikki George Mott MacDonald is a global engineering, management, and development consultancy with over 20,000 employees across more than 50 countries and 140 offices. We work across incredible global industries, delivering exciting work that is defining our future and making an important societal impact in the communities we serve. Our people power our performance - we succeed when they do. With countless opportunities to collaborate, learn, and grow, the p…",IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"London, UK","['UK', 'London']",Mott MacDonald,Adzuna::API::Response::Company
,,Adzuna::API::Response::Job,5647307310,contract,104000.0,Data Migration Engineer,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY0NzMwNzMxMCIsInMiOiJzSUNSTHVZYzhSR09RLWRPX1dXZmR3In0.fwVYHisvg3EsoVJXzP1tVREmvStDyrN3OTs48ueHeeU,0,2026-02-27T14:56:07Z,https://www.adzuna.co.uk/jobs/land/ad/5647307310?se=sICRLuYc8RGOQ-dO_WWfdw&utm_medium=api&utm_source=a082e670&v=AF20615EC23D919139BEDDE7EB12D45D55CD0846,117000.0,,"Data Migration Engineer (Contract) 12 months contract Remote Key Requirements: ERP background,strong ETL, must have Dell Boomi Role Summary We are looking for a hands-on Data Migration Engineer to support a large-scale ERP transition by planning, executing, and validating migration of data from multiple legacy systems into a new enterprise platform. The role requires strong ownership of end-to-end migration activities, ensuring data accuracy, integrity, and compliance throughout the process. Ke…",IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"London, UK","['UK', 'London']",Tenth Revolution Group,Adzuna::API::Response::Company
51.503378,-0.139134,Adzuna::API::Response::Job,5617326718,,77684.89,Snowflake Data Engineer,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYxNzMyNjcxOCIsInMiOiJzSUNSTHVZYzhSR09RLWRPX1dXZmR3In0.1N2WoMvJStjl5EibgLECfukk1hAhErymv2WYbstS24k,1,2026-02-06T14:06:31Z,https://www.adzuna.co.uk/jobs/land/ad/5617326718?se=sICRLuYc8RGOQ-dO_WWfdw&utm_medium=api&utm_source=a082e670&v=EDF74C23067CEEB1656840BDFCA5199806361A48,77684.89,full_time,"We are seeking an accomplished and detail-oriented Snowflake Data Engineer to join our Data & AI practice. The successful candidate will bring deep expertise in data engineering, ETL/ELT pipelines, and cloud-native data platforms, with a strong focus on Snowflake. This role is critical in building and optimising modern data ecosystems that enable data-driven decision making, advanced analytics, and AI capabilities for our clients. As a trusted practitioner, you will collaborate with architects,…",IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"London, UK","['UK', 'London']",NTT Data,Adzuna::API::Response::Company
51.503378,-0.139134,Adzuna::API::Response::Job,5656315611,,45784.59,Data Engineer - Apache Airflow,eyJhbGciOiJIUzI1NiJ9.eyJzIjoic0lDUkx1WWM4UkdPUS1kT19XV2ZkdyIsImkiOiI1NjU2MzE1NjExIn0.MYDxG5eObR7Y0rGAoau--0x2WPuiWkSS4xhUcl4MvAA,1,2026-03-06T15:28:13Z,https://www.adzuna.co.uk/jobs/land/ad/5656315611?se=sICRLuYc8RGOQ-dO_WWfdw&utm_medium=api&utm_source=a082e670&v=EB8110868B58937D0575FEF0D14102BCEF6D3F3A,45784.59,,"Data Engineer / London / Hybrid / Energy Trading A growing B2B energy supplier operating at the forefront of the UK energy market is investing heavily in its data platform and engineering capability as the business continues to scale its trading operations. They are looking for a Data Engineer with strong Apache Airflow experience to help design and build the pipelines that power trading, analytics and commercial decision-making. This is a great opportunity to join a small, highly experienced t…",IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"London, UK","['UK', 'London']",Norton Blake,Adzuna::API::Response::Company
,,Adzuna::API::Response::Job,5647291679,contract,143000.0,Contract Azure Data Engineer - £600/pd Outside IR35,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY0NzI5MTY3OSIsInMiOiJzSUNSTHVZYzhSR09RLWRPX1dXZmR3In0.z1CozQptdx8hdwipbYola2DhjBqix7jd6vJ2K6g8L1A,0,2026-02-27T14:27:41Z,https://www.adzuna.co.uk/jobs/land/ad/5647291679?se=sICRLuYc8RGOQ-dO_WWfdw&utm_medium=api&utm_source=a082e670&v=FB9C50886568A51C78FC36CD045A2C15A5C51501,156000.0,,Contract Azure Data Engineer - £600/pd Outside IR35 Please note - this is a London based role which will require you to attend the London office three days per week. To be eligible for this role you must be based in the UK and have the unrestricted right to work in the UK. My client is looking for an experienced Data Engineer to support the delivery of high-quality data and software solutions within a fast-paced asset management environment. You'll join a small engineering team driving improvem…,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"London, UK","['UK', 'London']",Tenth Revolution Group,Adzuna::API::Response::Company
51.503378,-0.139134,Adzuna::API::Response::Job,5631888150,,62534.95,Data Engineer- Global Quant Firm,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYzMTg4ODE1MCIsInMiOiJzSUNSTHVZYzhSR09RLWRPX1dXZmR3In0.jyNwPnKGyi5JQJTjmhs4Z01VXaQj29zWE1eenUNy4Vs,1,2026-02-16T16:25:33Z,https://www.adzuna.co.uk/jobs/land/ad/5631888150?se=sICRLuYc8RGOQ-dO_WWfdw&utm_medium=api&utm_source=a082e670&v=8372F6B08F208E5F8991A00ECDC9F8BB60FC0C8E,62534.95,full_time,"Salary: up to £200k  bonus Summary Leading global quant firm is looking for a pragmatic data engineer with experience of ETL pipelines to join the quantitative sports trading team. Despite serving as the hub for managing the substantial operations across the UK, Europe and the Middle East, the London office couples the lively, positive environment of a start-up with the stability of a longer-established player. Collaborating extensively with technologists and quantitative analysts, you will be …",IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"London, UK","['UK', 'London']",Oxford Knight,Adzuna::API::Response::Company
51.503378,-0.139134,Adzuna::API::Response::Job,5649383198,,55383.61,"Data Engineering Lead, SVP - Citi",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY0OTM4MzE5OCIsInMiOiJzSUNSTHVZYzhSR09RLWRPX1dXZmR3In0.dbG_hVYcU1HmSh6Xw1KybT1T-FZF-zKjYOTKwHfyUb8,1,2026-03-01T03:21:53Z,https://www.adzuna.co.uk/jobs/land/ad/5649383198?se=sICRLuYc8RGOQ-dO_WWfdw&utm_medium=api&utm_source=a082e670&v=D6473308FC42464426022B56BA12CC4CB1B6EACA,55383.61,full_time,"Discover your future at Citi Working at Citi is far more than just a job. A career with us means joining a team of more than 230,000 dedicated people from around the globe. At Citi, you'll have the opportunity to grow your career, give back to your community and make a real impact. Job Overview Are you looking for a career move that will put you at the heart of a global financial institution? Then bring your skills in analysis, problem solving and communication to Citi's Strategic Ledger team w…",IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"London, UK","['UK', 'London']",Citi,Adzuna::API::Response::Company
,,Adzuna::API::Response::Job,5647311582,contract,143000.0,Snowflake Data Engineer - Outside IR35 - Hybrid 3 days a week,eyJhbGciOiJIUzI1NiJ9.eyJzIjoic0lDUkx1WWM4UkdPUS1kT19XV2ZkdyIsImkiOiI1NjQ3MzExNTgyIn0.c1bQ8rz42pZQ4CW9CywW8smqNhBMnCvtV-N9phsdFqI,0,2026-02-27T14:57:22Z,https://www.adzuna.co.uk/jobs/land/ad/5647311582?se=sICRLuYc8RGOQ-dO_WWfdw&utm_medium=api&utm_source=a082e670&v=10E453288ED4F421A3AE1AF0548C78F1075D700E,156000.0,,"Snowflake Data Engineer - Outside IR35 - Hybrid (3 days a week) About the Role We are seeking a skilled Snowflake Data Engineer to design, build, and optimize scalable data solutions within our modern cloud data platform. You will play a key role in developing high-performance data pipelines, implementing data models, and enabling advanced analytics using Snowflake . The ideal candidate has strong experience in cloud-based data warehousing, ETL/ELT development, and performance optimization, alo…",IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"London, UK","['UK', 'London']",Tenth Revolution Group,Adzuna::API::Response::Company
,,Adzuna::API::Response::Job,5647307667,permanent,75000.0,Lead Data Platform Engineer,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY0NzMwNzY2NyIsInMiOiJzSUNSTHVZYzhSR09RLWRPX1dXZmR3In0.dWZhGy5b_Hz6RjvL-daRfYjOtbX9Enly5tfLKOgIlD8,0,2026-02-27T14:56:13Z,https://www.adzuna.co.uk/jobs/land/ad/5647307667?se=sICRLuYc8RGOQ-dO_WWfdw&utm_medium=api&utm_source=a082e670&v=2CC9354DD3F0E77C474ECC81F78BAC8EC2E0CA0E,85000.0,full_time,"Lead Data Platform Engineer Location: Remote (UK) Salary: £85,000 This is a standout opportunity to take ownership of a modern Databricks-driven data platform for a highly respected organisation that is investing seriously in data engineering, automation, and best-in-class practices. The Company They are a large, well-established organisation with a strong reputation for delivering high-quality services across the UK. With thousands of employees and a modern, flexible working culture, they comb…",IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"London, UK","['UK', 'London']",Harnham - Data & Analytics Recruitment,Adzuna::API::Response::Company
51.503378,-0.139134,Adzuna::API::Response::Job,5631887456,,71621.84,Senior Data Engineer- Global Quant Firm,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYzMTg4NzQ1NiIsInMiOiJzSUNSTHVZYzhSR09RLWRPX1dXZmR3In0.E6Atq9VDqNK9Q782R39RbbcLZP0tb9rRSKNq7Tf9tCM,1,2026-02-16T16:25:25Z,https://www.adzuna.co.uk/jobs/land/ad/5631887456?se=sICRLuYc8RGOQ-dO_WWfdw&utm_medium=api&utm_source=a082e670&v=F4A73BA97E196FBCA91C3A2D61DE2CF4053C75B9,71621.84,full_time,"Summary Leading global quant firm is looking for a pragmatic data engineer with experience of ETL/ELT pipelines to join the Vendor Data Group. Despite serving as the hub for managing the substantial operations across the UK, Europe and the Middle East, the London office retains a lively, positive environment of a start-up with the stability of a longer-established player. You will be joining a very dynamic environment offering exposure to all aspects of the firm, as you collaborate with one of …",IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"London, UK","['UK', 'London']",Oxford Knight,Adzuna::API::Response::Company
51.503378,-0.139134,Adzuna::API::Response::Job,5631887419,,68054.18,Senior Data Engineer- Global Quant Firm,eyJhbGciOiJIUzI1NiJ9.eyJzIjoic0lDUkx1WWM4UkdPUS1kT19XV2ZkdyIsImkiOiI1NjMxODg3NDE5In0.s8R19Gy9a6WHBdHF5osK16yG7mByCBBNoiW_LnsR4zY,1,2026-02-16T16:25:25Z,https://www.adzuna.co.uk/jobs/land/ad/5631887419?se=sICRLuYc8RGOQ-dO_WWfdw&utm_medium=api&utm_source=a082e670&v=BB77B7F29E23F5C7FA13F24443CA25F1E846021C,68054.18,full_time,"Salary: up to £200k  bonus Summary Leading global quant firm is looking for a pragmatic data engineer with experience of ETL/ELT pipelines to join the Vendor Data Group. Despite serving as the hub for managing the substantial operations across the UK, Europe and the Middle East, the London office retains a lively, positive environment of a start-up with the stability of a longer-established player. You will be joining a very dynamic environment offering exposure to all aspects of the firm, as y…",IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"London, UK","['UK', 'London']",Oxford Knight,Adzuna::API::Response::Company
,,Adzuna::API::Response::Job,5659497958,permanent,60000.0,Data Engineer,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY1OTQ5Nzk1OCIsInMiOiJzSUNSTHVZYzhSR09RLWRPX1dXZmR3In0.qGnDoJ0fa3uIg7GY_OXeln_Np-iW846X9GCW7RuY_Jg,0,2026-03-09T18:27:20Z,https://www.adzuna.co.uk/jobs/details/5659497958?utm_medium=api&utm_source=a082e670,70000.0,full_time,"Data Engineer Azure, Databricks, Python, Azure Data Factory London - Hybrid (2 days in the office) £60,000 to £70,000  bonus and benefits We are working with a leading Lloyd's and London Market insurer who are continuing to invest heavily in their cloud data platform. This role sits within a specialist data engineering team responsible for building and evolving Markel's Azure based data architecture. You will work on a modern Azure data stack including Databricks, Azure Data Factory, Synapse an…",IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"The City, Central London","['UK', 'London', 'Central London', 'The City']",Pioneer Search,Adzuna::API::Response::Company
51.503378,-0.139134,Adzuna::API::Response::Job,5645575337,permanent,80000.0,Data Engineer,eyJhbGciOiJIUzI1NiJ9.eyJzIjoic0lDUkx1WWM4UkdPUS1kT19XV2ZkdyIsImkiOiI1NjQ1NTc1MzM3In0.rWmjFB1F14n2zmGHsT9ecNcKrg-QYyAWIJ6Nyt1Puys,0,2026-02-26T00:09:51Z,https://www.adzuna.co.uk/jobs/details/5645575337?utm_medium=api&utm_source=a082e670,85000.0,full_time,"Data Engineer | Energy Trading | Open-Source Stack | £80-85k My client, an energy leader at the forefront of the UK market, is searching for a Data Engineer to join them as soon as possible. This is an exciting opportunity to join a highly experienced data and trading team helping to shape the future of energy through data-driven insight and technology. We are looking for a Data Engineer who's passionate about building scalable, high-performance data systems using open-source technologies. You'…",IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"London, UK","['UK', 'London']",Norton Blake,Adzuna::API::Response::Company
51.503378,-0.139134,Adzuna::API::Response::Job,5635805985,,58567.37,Data Engineer,eyJhbGciOiJIUzI1NiJ9.eyJzIjoic0lDUkx1WWM4UkdPUS1kT19XV2ZkdyIsImkiOiI1NjM1ODA1OTg1In0.SYATtJ4QWvthRpKDkOLg3tLq0zYnmGGXMkO5jeQAO6E,1,2026-02-19T06:00:40Z,https://www.adzuna.co.uk/jobs/details/5635805985?utm_medium=api&utm_source=a082e670,58567.37,,"Job Description The Data Engineering team is responsible for a fundamental data system processing 50 billion rows of data per day and feeding directly into trading decisions. The Data Engineer will be designing, implementing and maintaining this system, keeping it reliable, resilient, and low-latency. We are looking for a highly technical engineer who is highly technical, with strong experience working in MPP platforms and/or Spark, “big data” ( e.g., weather forecasts, AIS pings, satellite ima…",IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"London, UK","['UK', 'London']",Vitol,Adzuna::API::Response::Company
51.503378,-0.139134,Adzuna::API::Response::Job,5597197890,,58499.65,Data Engineer,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU5NzE5Nzg5MCIsInMiOiJzSUNSTHVZYzhSR09RLWRPX1dXZmR3In0.9F7UD686zurpfybCrdXw1EEyW89X6glCbnStq6mMsws,1,2026-01-23T15:29:51Z,https://www.adzuna.co.uk/jobs/details/5597197890?utm_medium=api&utm_source=a082e670,58499.65,,"About Marcura: Marcura is a global leader in maritime technology and operations, supporting nearly one‑third of the world’s seaborne commodity trade. Our trusted platforms which span software, data intelligence and payments sit at the centre of digital transformation across the maritime industry. We are now seeking a Data Engineer to join our high‑impact team and contribute to the success of one of the sector’s most forward‑looking organisations. About the Role: To bring domain expertise in dat…",IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"London, UK","['UK', 'London']",Marcura,Adzuna::API::Response::Company
,,Adzuna::API::Response::Job,5656959086,permanent,65000.0,Data Engineer,eyJhbGciOiJIUzI1NiJ9.eyJzIjoic0lDUkx1WWM4UkdPUS1kT19XV2ZkdyIsImkiOiI1NjU2OTU5MDg2In0.wVDuQeCuUxIiNrVuJ7xSTQekBxFmNlNYZQRCO2fiNNQ,0,2026-03-07T00:23:08Z,https://www.adzuna.co.uk/jobs/details/5656959086?utm_medium=api&utm_source=a082e670,85000.0,full_time,"Data Engineer London £65-85k  15% bonus A London-based software company on a mission to make data work smarter. Their products power thousands of businesses, and as they grow, they're building a data stack that scales with their ambition. They're looking for a Data Engineer who's excited about designing modern data systems, experimenting with new tech, and helping shape how data flows through everything they build. What You'll Do Build and own data pipelines that connect product, analytics, and…",IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"The City, Central London","['UK', 'London', 'Central London', 'The City']",Digital Waffle,Adzuna::API::Response::Company
51.503378,-0.139134,Adzuna::API::Response::Job,5636025872,,60000.0,Data Engineer,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYzNjAyNTg3MiIsInMiOiJzSUNSTHVZYzhSR09RLWRPX1dXZmR3In0.BoPFvx2WZP9OOLOqO1eVktTNUXqVpu0bYyLR3GMXPUs,0,2026-02-19T12:33:12Z,https://www.adzuna.co.uk/jobs/details/5636025872?utm_medium=api&utm_source=a082e670,80000.0,full_time,"About Us: Solirius Reply, part of the Reply Group, delivers technical consultancy and application delivery to our clients in order to solve real world problems and allow our clients to respond to an ever-changing technical landscape. We partner closely with our clients, embedding our consultants into their businesses in order to provide a bespoke service, allowing us to truly understand our clients’ needs. It is this close collaboration with our clients that has enabled us to grow rapidly in re…",IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"London, UK","['UK', 'London']",Solirius Reply,Adzuna::API::Response::Company
